Species,coef,significant,significant2,ci.lower,ci.upper,chg_rad_inc_1SD_clim,variable,month,CP,sp
FRNI_subcanopy,-0.105116623,FALSE,FALSE,-0.31703314,0.105177235,-0.016565722,vap,curr.apr,subcanopy,FRNI
FRNI_subcanopy,0.002948952,FALSE,FALSE,-0.279491647,0.251184583,0.000464736,vap,curr.may,subcanopy,FRNI
FRNI_subcanopy,0.105929691,FALSE,FALSE,-0.149567599,0.324103545,0.016693856,vap,curr.jun,subcanopy,FRNI
FRNI_subcanopy,0.099968379,FALSE,FALSE,-0.129378139,0.326666101,0.015754391,vap,curr.jul,subcanopy,FRNI
FRNI_subcanopy,0.060485582,FALSE,FALSE,-0.17657767,0.283449212,0.009532149,vap,curr.aug,subcanopy,FRNI
FRNI_subcanopy,0.238402542,TRUE,FALSE,0.054509948,0.394452733,0.037570749,wet,prev.apr,subcanopy,FRNI
FRNI_subcanopy,-0.117377591,FALSE,FALSE,-0.341795582,0.139328325,-0.018497974,wet,prev.may,subcanopy,FRNI
FRNI_subcanopy,0.218899311,FALSE,FALSE,-0.025188139,0.423638004,0.034497162,wet,prev.jun,subcanopy,FRNI
FRNI_subcanopy,-0.072277457,FALSE,FALSE,-0.265553078,0.137111095,-0.011390475,wet,prev.jul,subcanopy,FRNI
FRNI_subcanopy,-0.084790705,FALSE,FALSE,-0.287368056,0.125188763,-0.013362485,wet,prev.aug,subcanopy,FRNI
FRNI_subcanopy,-0.078881706,FALSE,FALSE,-0.295694103,0.157446401,-0.012431263,wet,prev.sep,subcanopy,FRNI
FRNI_subcanopy,-0.23533712,FALSE,FALSE,-0.449683755,0.02501378,-0.037087658,wet,prev.oct,subcanopy,FRNI
FRNI_subcanopy,0.249258909,FALSE,FALSE,-0.018962092,0.459746545,0.039281645,wet,prev.nov,subcanopy,FRNI
FRNI_subcanopy,0.052717659,FALSE,FALSE,-0.184605091,0.251992294,0.008307973,wet,prev.dec,subcanopy,FRNI
FRNI_subcanopy,0.030984604,FALSE,FALSE,-0.213142276,0.267165015,0.00488298,wet,curr.jan,subcanopy,FRNI
FRNI_subcanopy,0.051748124,FALSE,FALSE,-0.181829106,0.258481182,0.008155181,wet,curr.feb,subcanopy,FRNI
FRNI_subcanopy,0.101097262,FALSE,FALSE,-0.159470683,0.328675494,0.015932296,wet,curr.mar,subcanopy,FRNI
FRNI_subcanopy,0.249585795,TRUE,FALSE,0.030297358,0.438366654,0.03933316,wet,curr.apr,subcanopy,FRNI
FRNI_subcanopy,0.047598846,FALSE,FALSE,-0.170049084,0.246879382,0.00750128,wet,curr.may,subcanopy,FRNI
FRNI_subcanopy,0.024695841,FALSE,FALSE,-0.151244306,0.223660931,0.00389191,wet,curr.jun,subcanopy,FRNI
FRNI_subcanopy,-0.138840828,FALSE,FALSE,-0.334640332,0.078069948,-0.021880446,wet,curr.jul,subcanopy,FRNI
FRNI_subcanopy,0.177573967,TRUE,FALSE,0.001797864,0.336998792,0.027984546,wet,curr.aug,subcanopy,FRNI
FRNI_subcanopy,-0.207815745,TRUE,FALSE,-0.371286076,-0.005005731,-0.032750461,PETminusPRE,prev.apr,subcanopy,FRNI
FRNI_subcanopy,0.027178574,FALSE,FALSE,-0.286300175,0.281408894,0.004283173,PETminusPRE,prev.may,subcanopy,FRNI
FRNI_subcanopy,-0.262840548,TRUE,FALSE,-0.465340334,-0.027028716,-0.041422026,PETminusPRE,prev.jun,subcanopy,FRNI
FRNI_subcanopy,0.077091974,FALSE,FALSE,-0.120429574,0.260933913,0.012149213,PETminusPRE,prev.jul,subcanopy,FRNI
FRNI_subcanopy,0.065498692,FALSE,FALSE,-0.095409282,0.234900131,0.010322184,PETminusPRE,prev.aug,subcanopy,FRNI
FRNI_subcanopy,0.041551786,FALSE,FALSE,-0.188845979,0.268152444,0.006548302,PETminusPRE,prev.sep,subcanopy,FRNI
FRNI_subcanopy,0.242634761,FALSE,FALSE,-0.047735775,0.51567268,0.03823772,PETminusPRE,prev.oct,subcanopy,FRNI
FRNI_subcanopy,-0.252353247,TRUE,FALSE,-0.475934814,-0.021468744,-0.039769293,PETminusPRE,prev.nov,subcanopy,FRNI
FRNI_subcanopy,-0.068757202,FALSE,FALSE,-0.282245544,0.189703123,-0.010835705,PETminusPRE,prev.dec,subcanopy,FRNI
FRNI_subcanopy,-0.061978719,FALSE,FALSE,-0.234417471,0.148897387,-0.009767458,PETminusPRE,curr.jan,subcanopy,FRNI
FRNI_subcanopy,-0.054742714,FALSE,FALSE,-0.267269225,0.176059609,-0.008627109,PETminusPRE,curr.feb,subcanopy,FRNI
FRNI_subcanopy,-0.066565885,FALSE,FALSE,-0.286722167,0.168593433,-0.010490367,PETminusPRE,curr.mar,subcanopy,FRNI
FRNI_subcanopy,-0.299523177,TRUE,FALSE,-0.483422158,-0.072574514,-0.047202979,PETminusPRE,curr.apr,subcanopy,FRNI
FRNI_subcanopy,-0.069560053,FALSE,FALSE,-0.290538876,0.150181427,-0.010962229,PETminusPRE,curr.may,subcanopy,FRNI
FRNI_subcanopy,-0.0696656,FALSE,FALSE,-0.243471705,0.112072944,-0.010978863,PETminusPRE,curr.jun,subcanopy,FRNI
FRNI_subcanopy,0.148991127,FALSE,FALSE,-0.060814224,0.338742832,0.023480069,PETminusPRE,curr.jul,subcanopy,FRNI
FRNI_subcanopy,-0.13186031,FALSE,FALSE,-0.294915399,0.062268982,-0.02078036,PETminusPRE,curr.aug,subcanopy,FRNI
JUNI_canopy,0.076746192,FALSE,FALSE,-0.128452242,0.266458814,0.012532434,cld,prev.apr,canopy,JUNI
JUNI_canopy,-0.151919166,FALSE,FALSE,-0.352692893,0.088614674,-0.024807967,cld,prev.may,canopy,JUNI
JUNI_canopy,-0.030521833,FALSE,FALSE,-0.22170246,0.143738984,-0.004984128,cld,prev.jun,canopy,JUNI
JUNI_canopy,-0.215595432,FALSE,FALSE,-0.399080047,0.010300132,-0.03520612,cld,prev.jul,canopy,JUNI
JUNI_canopy,0.009884661,FALSE,FALSE,-0.225626367,0.276867813,0.001614137,cld,prev.aug,canopy,JUNI
JUNI_canopy,-0.055830657,FALSE,FALSE,-0.285069481,0.213919024,-0.009116987,cld,prev.sep,canopy,JUNI
JUNI_canopy,-0.022326719,FALSE,FALSE,-0.210309924,0.169218681,-0.00364589,cld,prev.oct,canopy,JUNI
JUNI_canopy,0.081170451,FALSE,FALSE,-0.158607218,0.301061306,0.013254903,cld,prev.nov,canopy,JUNI
JUNI_canopy,0.072319195,FALSE,FALSE,-0.174936873,0.302475656,0.011809518,cld,prev.dec,canopy,JUNI
JUNI_canopy,0.125716219,FALSE,FALSE,-0.124778324,0.337799508,0.0205291,cld,curr.jan,canopy,JUNI
JUNI_canopy,0.13775484,FALSE,FALSE,-0.048786165,0.335855394,0.022494973,cld,curr.feb,canopy,JUNI
JUNI_canopy,0.331218855,TRUE,FALSE,0.126722903,0.5065325,0.054087095,cld,curr.mar,canopy,JUNI
JUNI_canopy,-0.171473309,FALSE,FALSE,-0.363222479,0.05104056,-0.028001103,cld,curr.apr,canopy,JUNI
JUNI_canopy,0.105813927,FALSE,FALSE,-0.162572526,0.375599999,0.017279113,cld,curr.may,canopy,JUNI
JUNI_canopy,0.248223806,FALSE,FALSE,-0.003769375,0.476566397,0.04053424,cld,curr.jun,canopy,JUNI
JUNI_canopy,0.271747421,TRUE,FALSE,0.027002235,0.480806679,0.04437558,cld,curr.jul,canopy,JUNI
JUNI_canopy,0.074526791,FALSE,FALSE,-0.191254853,0.33955313,0.012170013,cld,curr.aug,canopy,JUNI
JUNI_canopy,-0.009527363,FALSE,FALSE,-0.224977046,0.193144208,-0.001555791,dtr,prev.apr,canopy,JUNI
JUNI_canopy,0.165824193,FALSE,FALSE,-0.045643439,0.370080133,0.027078618,dtr,prev.may,canopy,JUNI
JUNI_canopy,-0.028332889,FALSE,FALSE,-0.209817916,0.180844374,-0.00462668,dtr,prev.jun,canopy,JUNI
JUNI_canopy,0.096534128,FALSE,FALSE,-0.135581246,0.306294356,0.015763748,dtr,prev.jul,canopy,JUNI
JUNI_canopy,0.032220588,FALSE,FALSE,-0.216507184,0.268376979,0.00526153,dtr,prev.aug,canopy,JUNI
JUNI_canopy,0.010487238,FALSE,FALSE,-0.206914753,0.225944126,0.001712536,dtr,prev.sep,canopy,JUNI
JUNI_canopy,-0.075975524,FALSE,FALSE,-0.263772762,0.128420251,-0.012406587,dtr,prev.oct,canopy,JUNI
JUNI_canopy,-0.013082322,FALSE,FALSE,-0.242011466,0.214953673,-0.002136306,dtr,prev.nov,canopy,JUNI
JUNI_canopy,-0.174478401,FALSE,FALSE,-0.407034976,0.090187917,-0.028491826,dtr,prev.dec,canopy,JUNI
JUNI_canopy,-0.04346159,FALSE,FALSE,-0.299903449,0.194151249,-0.007097154,dtr,curr.jan,canopy,JUNI
JUNI_canopy,-0.039188626,FALSE,FALSE,-0.291145716,0.208246817,-0.006399391,dtr,curr.feb,canopy,JUNI
JUNI_canopy,-0.317841637,TRUE,TRUE,-0.500490545,-0.099501394,-0.051902634,dtr,curr.mar,canopy,JUNI
JUNI_canopy,0.223131652,FALSE,FALSE,-0.025951716,0.398859972,0.036436763,dtr,curr.apr,canopy,JUNI
JUNI_canopy,-0.029329896,FALSE,FALSE,-0.25350814,0.203612352,-0.004789489,dtr,curr.may,canopy,JUNI
JUNI_canopy,-0.156220323,FALSE,FALSE,-0.380462768,0.089035823,-0.025510334,dtr,curr.jun,canopy,JUNI
JUNI_canopy,-0.22217391,FALSE,FALSE,-0.432302493,0.01693923,-0.036280366,dtr,curr.jul,canopy,JUNI
JUNI_canopy,-0.224151557,TRUE,FALSE,-0.427791571,-0.010716872,-0.036603311,dtr,curr.aug,canopy,JUNI
JUNI_canopy,-0.037412794,FALSE,FALSE,-0.223980286,0.16364991,-0.006109403,frs,prev.oct,canopy,JUNI
JUNI_canopy,0.005372208,FALSE,FALSE,-0.193187536,0.193654929,0.000877266,frs,prev.nov,canopy,JUNI
JUNI_canopy,-0.089929316,FALSE,FALSE,-0.27128545,0.089380667,-0.014685201,frs,prev.dec,canopy,JUNI
JUNI_canopy,-0.165120889,FALSE,FALSE,-0.346735658,0.034525032,-0.026963771,frs,curr.jan,canopy,JUNI
JUNI_canopy,-0.065105,FALSE,FALSE,-0.282368137,0.173598032,-0.010631461,frs,curr.feb,canopy,JUNI
JUNI_canopy,0.086575336,FALSE,FALSE,-0.140727143,0.296983136,0.014137506,frs,curr.mar,canopy,JUNI
JUNI_canopy,-0.084121245,FALSE,FALSE,-0.275733554,0.135990136,-0.01373676,frs,curr.apr,canopy,JUNI
JUNI_canopy,-0.00444175,FALSE,FALSE,-0.212815916,0.161307642,-0.000725325,frs,curr.may,canopy,JUNI
JUNI_canopy,-0.0622697,FALSE,FALSE,-0.268718182,0.143355722,-0.010168465,pet,prev.apr,canopy,JUNI
JUNI_canopy,0.196606697,FALSE,FALSE,-0.067389635,0.424394877,0.032105314,pet,prev.may,canopy,JUNI
JUNI_canopy,0.107865349,FALSE,FALSE,-0.084869714,0.274765712,0.017614104,pet,prev.jun,canopy,JUNI
JUNI_canopy,0.238048878,TRUE,FALSE,0.038605039,0.424307275,0.038872704,pet,prev.jul,canopy,JUNI
JUNI_canopy,0.047730808,FALSE,FALSE,-0.185387205,0.27323839,0.007794305,pet,prev.aug,canopy,JUNI
JUNI_canopy,0.0193199,FALSE,FALSE,-0.189135823,0.223861488,0.003154885,pet,prev.sep,canopy,JUNI
JUNI_canopy,0.053295614,FALSE,FALSE,-0.127111794,0.218590456,0.008703022,pet,prev.oct,canopy,JUNI
JUNI_canopy,-0.046934895,FALSE,FALSE,-0.242571618,0.167405884,-0.007664335,pet,prev.nov,canopy,JUNI
JUNI_canopy,0.06165538,FALSE,FALSE,-0.190139149,0.285419418,0.010068148,pet,prev.dec,canopy,JUNI
JUNI_canopy,0.132611924,FALSE,FALSE,-0.085421415,0.32545548,0.021655149,pet,curr.jan,canopy,JUNI
JUNI_canopy,0.038792289,FALSE,FALSE,-0.269696401,0.315569094,0.00633467,pet,curr.feb,canopy,JUNI
JUNI_canopy,-0.190877578,FALSE,FALSE,-0.40882853,0.035206468,-0.031169765,pet,curr.mar,canopy,JUNI
JUNI_canopy,0.267116532,TRUE,FALSE,0.029375723,0.473332644,0.043619369,pet,curr.apr,canopy,JUNI
JUNI_canopy,-0.033365643,FALSE,FALSE,-0.242531064,0.188824323,-0.005448515,pet,curr.may,canopy,JUNI
JUNI_canopy,-0.080916294,FALSE,FALSE,-0.279815039,0.141032017,-0.0132134,pet,curr.jun,canopy,JUNI
JUNI_canopy,-0.267024533,TRUE,FALSE,-0.491832176,-0.019203742,-0.043604346,pet,curr.jul,canopy,JUNI
JUNI_canopy,-0.194666633,FALSE,FALSE,-0.392852464,0.024256728,-0.031788507,pet,curr.aug,canopy,JUNI
JUNI_canopy,-0.059975078,FALSE,FALSE,-0.260365671,0.159103836,-0.009793759,pet_sum,prev.apr,canopy,JUNI
JUNI_canopy,0.183122566,FALSE,FALSE,-0.070927544,0.425412326,0.029903393,pet_sum,prev.may,canopy,JUNI
JUNI_canopy,0.106805788,FALSE,FALSE,-0.095033391,0.294531527,0.017441081,pet_sum,prev.jun,canopy,JUNI
JUNI_canopy,0.236571902,TRUE,FALSE,0.0119305,0.416146674,0.038631518,pet_sum,prev.jul,canopy,JUNI
JUNI_canopy,0.0434654,FALSE,FALSE,-0.184334123,0.277675175,0.007097776,pet_sum,prev.aug,canopy,JUNI
JUNI_canopy,0.00999317,FALSE,FALSE,-0.195714234,0.214052678,0.001631856,pet_sum,prev.sep,canopy,JUNI
JUNI_canopy,0.050730835,FALSE,FALSE,-0.134180466,0.242367351,0.008284201,pet_sum,prev.oct,canopy,JUNI
JUNI_canopy,-0.05319224,FALSE,FALSE,-0.245495727,0.13758513,-0.008686141,pet_sum,prev.nov,canopy,JUNI
JUNI_canopy,0.06037183,FALSE,FALSE,-0.173155724,0.289972696,0.009858548,pet_sum,prev.dec,canopy,JUNI
JUNI_canopy,0.127748093,FALSE,FALSE,-0.084970197,0.310990189,0.0208609,pet_sum,curr.jan,canopy,JUNI
JUNI_canopy,0.043902302,FALSE,FALSE,-0.251568414,0.307480028,0.007169121,pet_sum,curr.feb,canopy,JUNI
JUNI_canopy,-0.19708054,FALSE,FALSE,-0.417663087,0.033134077,-0.032182691,pet_sum,curr.mar,canopy,JUNI
JUNI_canopy,0.26384737,TRUE,FALSE,0.029600805,0.467343111,0.043085524,pet_sum,curr.apr,canopy,JUNI
JUNI_canopy,-0.035415916,FALSE,FALSE,-0.241090038,0.187412773,-0.005783318,pet_sum,curr.may,canopy,JUNI
JUNI_canopy,-0.088131973,FALSE,FALSE,-0.307185475,0.148567926,-0.0143917,pet_sum,curr.jun,canopy,JUNI
JUNI_canopy,-0.2668876,TRUE,FALSE,-0.483929771,-0.013428493,-0.043581985,pet_sum,curr.jul,canopy,JUNI
JUNI_canopy,-0.196619494,FALSE,FALSE,-0.401551208,0.007123133,-0.032107403,pet_sum,curr.aug,canopy,JUNI
JUNI_canopy,-0.103979666,FALSE,FALSE,-0.285021151,0.087729241,-0.016979583,pre,prev.apr,canopy,JUNI
JUNI_canopy,-0.025970776,FALSE,FALSE,-0.252287224,0.190814743,-0.004240954,pre,prev.may,canopy,JUNI
JUNI_canopy,0.025217416,FALSE,FALSE,-0.15511472,0.20797805,0.004117932,pre,prev.jun,canopy,JUNI
JUNI_canopy,-0.036139487,FALSE,FALSE,-0.284584722,0.200191278,-0.005901475,pre,prev.jul,canopy,JUNI
JUNI_canopy,0.010446745,FALSE,FALSE,-0.19594933,0.211825879,0.001705924,pre,prev.aug,canopy,JUNI
JUNI_canopy,0.033212887,FALSE,FALSE,-0.189048253,0.248969327,0.00542357,pre,prev.sep,canopy,JUNI
JUNI_canopy,-0.061873556,FALSE,FALSE,-0.257088585,0.171188173,-0.010103775,pre,prev.oct,canopy,JUNI
JUNI_canopy,0.02858193,FALSE,FALSE,-0.203338063,0.227100817,0.004667348,pre,prev.nov,canopy,JUNI
JUNI_canopy,0.125073126,FALSE,FALSE,-0.088747414,0.315146744,0.020424085,pre,prev.dec,canopy,JUNI
JUNI_canopy,-0.030517609,FALSE,FALSE,-0.264426437,0.225594,-0.004983439,pre,curr.jan,canopy,JUNI
JUNI_canopy,-0.109204645,FALSE,FALSE,-0.287368175,0.080192054,-0.017832807,pre,curr.feb,canopy,JUNI
JUNI_canopy,0.021549476,FALSE,FALSE,-0.191313127,0.226697239,0.003518968,pre,curr.mar,canopy,JUNI
JUNI_canopy,0.015128402,FALSE,FALSE,-0.203722069,0.232135007,0.002470425,pre,curr.apr,canopy,JUNI
JUNI_canopy,0.162800744,FALSE,FALSE,-0.072692668,0.382324097,0.026584898,pre,curr.may,canopy,JUNI
JUNI_canopy,0.137749636,FALSE,FALSE,-0.059122979,0.308799925,0.022494123,pre,curr.jun,canopy,JUNI
JUNI_canopy,0.362485491,TRUE,TRUE,0.122370085,0.553540479,0.059192848,pre,curr.jul,canopy,JUNI
JUNI_canopy,0.32832815,TRUE,FALSE,0.139108902,0.49494822,0.053615051,pre,curr.aug,canopy,JUNI
JUNI_canopy,-0.081694042,FALSE,FALSE,-0.287572517,0.13268116,-0.013340404,tmn,prev.apr,canopy,JUNI
JUNI_canopy,0.024314167,FALSE,FALSE,-0.190738558,0.248187545,0.003970434,tmn,prev.may,canopy,JUNI
JUNI_canopy,0.124067145,FALSE,FALSE,-0.093935113,0.314726253,0.020259811,tmn,prev.jun,canopy,JUNI
JUNI_canopy,0.179343933,FALSE,FALSE,-0.052589656,0.360096959,0.029286353,tmn,prev.jul,canopy,JUNI
JUNI_canopy,0.049345366,FALSE,FALSE,-0.168284789,0.246163616,0.008057958,tmn,prev.aug,canopy,JUNI
JUNI_canopy,-0.089616863,FALSE,FALSE,-0.32696398,0.153384607,-0.014634178,tmn,prev.sep,canopy,JUNI
JUNI_canopy,0.090537922,FALSE,FALSE,-0.088093441,0.257543768,0.014784585,tmn,prev.oct,canopy,JUNI
JUNI_canopy,0.002818576,FALSE,FALSE,-0.208711741,0.192482081,0.000460265,tmn,prev.nov,canopy,JUNI
JUNI_canopy,0.101835648,FALSE,FALSE,-0.119980844,0.31601497,0.016629471,tmn,prev.dec,canopy,JUNI
JUNI_canopy,0.110381691,FALSE,FALSE,-0.081259598,0.312986573,0.018025016,tmn,curr.jan,canopy,JUNI
JUNI_canopy,0.052015049,FALSE,FALSE,-0.186715801,0.290939652,0.008493909,tmn,curr.feb,canopy,JUNI
JUNI_canopy,-0.086681781,FALSE,FALSE,-0.28353035,0.120911457,-0.014154888,tmn,curr.mar,canopy,JUNI
JUNI_canopy,0.100592842,FALSE,FALSE,-0.099965521,0.288557301,0.016426525,tmn,curr.apr,canopy,JUNI
JUNI_canopy,-0.06176481,FALSE,FALSE,-0.268237783,0.144298213,-0.010086017,tmn,curr.may,canopy,JUNI
JUNI_canopy,0.111456068,FALSE,FALSE,-0.099513167,0.313786789,0.018200458,tmn,curr.jun,canopy,JUNI
JUNI_canopy,-0.022105729,FALSE,FALSE,-0.257995091,0.192520141,-0.003609803,tmn,curr.jul,canopy,JUNI
JUNI_canopy,-0.001781544,FALSE,FALSE,-0.233133111,0.210343283,-0.000290921,tmn,curr.aug,canopy,JUNI
JUNI_canopy,-0.079212226,FALSE,FALSE,-0.298352817,0.141842349,-0.012935131,tmp,prev.apr,canopy,JUNI
JUNI_canopy,0.077244846,FALSE,FALSE,-0.160309753,0.302468063,0.012613863,tmp,prev.may,canopy,JUNI
JUNI_canopy,0.109024209,FALSE,FALSE,-0.091274855,0.31805173,0.017803343,tmp,prev.jun,canopy,JUNI
JUNI_canopy,0.220460014,TRUE,FALSE,0.005744227,0.41867233,0.036000492,tmp,prev.jul,canopy,JUNI
JUNI_canopy,0.056681255,FALSE,FALSE,-0.125025962,0.234975151,0.009255888,tmp,prev.aug,canopy,JUNI
JUNI_canopy,-0.08920731,FALSE,FALSE,-0.324713173,0.141687932,-0.0145673,tmp,prev.sep,canopy,JUNI
JUNI_canopy,0.067535201,FALSE,FALSE,-0.115615153,0.26421136,0.011028306,tmp,prev.oct,canopy,JUNI
JUNI_canopy,0.002733468,FALSE,FALSE,-0.189454712,0.197396121,0.000446368,tmp,prev.nov,canopy,JUNI
JUNI_canopy,0.066899,FALSE,FALSE,-0.160531776,0.306201988,0.010924416,tmp,prev.dec,canopy,JUNI
JUNI_canopy,0.108276531,FALSE,FALSE,-0.104910169,0.317187568,0.017681249,tmp,curr.jan,canopy,JUNI
JUNI_canopy,0.048269137,FALSE,FALSE,-0.211565621,0.282343691,0.007882213,tmp,curr.feb,canopy,JUNI
JUNI_canopy,-0.16358958,FALSE,FALSE,-0.381887592,0.042830847,-0.026713712,tmp,curr.mar,canopy,JUNI
JUNI_canopy,0.18064781,FALSE,FALSE,-0.032844964,0.389017172,0.029499273,tmp,curr.apr,canopy,JUNI
JUNI_canopy,-0.069280553,FALSE,FALSE,-0.278679108,0.130559666,-0.011313317,tmp,curr.may,canopy,JUNI
JUNI_canopy,0.023883064,FALSE,FALSE,-0.164492559,0.217524398,0.003900036,tmp,curr.jun,canopy,JUNI
JUNI_canopy,-0.149835693,FALSE,FALSE,-0.392022457,0.094633513,-0.024467742,tmp,curr.jul,canopy,JUNI
JUNI_canopy,-0.131206016,FALSE,FALSE,-0.333871666,0.086632779,-0.021425569,tmp,curr.aug,canopy,JUNI
JUNI_canopy,-0.067297748,FALSE,FALSE,-0.29070588,0.138109917,-0.01098953,tmx,prev.apr,canopy,JUNI
JUNI_canopy,0.110853287,FALSE,FALSE,-0.122965684,0.35100055,0.018102026,tmx,prev.may,canopy,JUNI
JUNI_canopy,0.085481516,FALSE,FALSE,-0.118778854,0.273785878,0.013958888,tmx,prev.jun,canopy,JUNI
JUNI_canopy,0.199543173,FALSE,FALSE,-0.007314175,0.39039241,0.032584832,tmx,prev.jul,canopy,JUNI
JUNI_canopy,0.056167909,FALSE,FALSE,-0.144636898,0.254706445,0.009172059,tmx,prev.aug,canopy,JUNI
JUNI_canopy,-0.065693103,FALSE,FALSE,-0.285240496,0.163640402,-0.010727497,tmx,prev.sep,canopy,JUNI
JUNI_canopy,0.040525386,FALSE,FALSE,-0.17484085,0.215252655,0.00661768,tmx,prev.oct,canopy,JUNI
JUNI_canopy,-0.007251976,FALSE,FALSE,-0.210441965,0.184073876,-0.001184227,tmx,prev.nov,canopy,JUNI
JUNI_canopy,0.009108858,FALSE,FALSE,-0.203189996,0.257799019,0.001487451,tmx,prev.dec,canopy,JUNI
JUNI_canopy,0.104650668,FALSE,FALSE,-0.119664709,0.303011397,0.017089156,tmx,curr.jan,canopy,JUNI
JUNI_canopy,0.035587345,FALSE,FALSE,-0.216441081,0.285372842,0.005811312,tmx,curr.feb,canopy,JUNI
JUNI_canopy,-0.214470949,FALSE,FALSE,-0.423039295,0.007571535,-0.035022495,tmx,curr.mar,canopy,JUNI
JUNI_canopy,0.22059977,TRUE,FALSE,0.003397888,0.409514896,0.036023314,tmx,curr.apr,canopy,JUNI
JUNI_canopy,-0.062066168,FALSE,FALSE,-0.257839712,0.14665722,-0.010135228,tmx,curr.may,canopy,JUNI
JUNI_canopy,-0.051550562,FALSE,FALSE,-0.234934478,0.169530692,-0.00841806,tmx,curr.jun,canopy,JUNI
JUNI_canopy,-0.208874572,FALSE,FALSE,-0.429821133,0.057080789,-0.034108622,tmx,curr.jul,canopy,JUNI
JUNI_canopy,-0.203616885,TRUE,FALSE,-0.394530855,-0.001697599,-0.033250057,tmx,curr.aug,canopy,JUNI
JUNI_canopy,-0.052586612,FALSE,FALSE,-0.266107092,0.17900675,-0.008587244,vap,prev.apr,canopy,JUNI
JUNI_canopy,-0.040029484,FALSE,FALSE,-0.235303621,0.136753216,-0.006536701,vap,prev.may,canopy,JUNI
JUNI_canopy,0.031447057,FALSE,FALSE,-0.187163056,0.251672367,0.005135215,vap,prev.jun,canopy,JUNI
JUNI_canopy,0.055965695,FALSE,FALSE,-0.194539125,0.296882866,0.009139039,vap,prev.jul,canopy,JUNI
JUNI_canopy,0.014437494,FALSE,FALSE,-0.190962705,0.225582977,0.002357602,vap,prev.aug,canopy,JUNI
JUNI_canopy,-0.144339268,FALSE,FALSE,-0.372890695,0.114331718,-0.023570191,vap,prev.sep,canopy,JUNI
JUNI_canopy,0.006855179,FALSE,FALSE,-0.21296245,0.215767599,0.001119431,vap,prev.oct,canopy,JUNI
JUNI_canopy,0.037789432,FALSE,FALSE,-0.171295196,0.213236943,0.006170907,vap,prev.nov,canopy,JUNI
JUNI_canopy,0.009127814,FALSE,FALSE,-0.186953032,0.222822413,0.001490546,vap,prev.dec,canopy,JUNI
JUNI_canopy,0.086607132,FALSE,FALSE,-0.10364046,0.25324259,0.014142698,vap,curr.jan,canopy,JUNI
JUNI_canopy,0.026320892,FALSE,FALSE,-0.183164883,0.231132875,0.004298127,vap,curr.feb,canopy,JUNI
JUNI_canopy,-0.099026477,FALSE,FALSE,-0.27865026,0.075472026,-0.016170742,vap,curr.mar,canopy,JUNI
JUNI_canopy,-0.017528216,FALSE,FALSE,-0.202076774,0.162629546,-0.002862308,vap,curr.apr,canopy,JUNI
JUNI_canopy,-0.099258683,FALSE,FALSE,-0.341130494,0.148239786,-0.01620866,vap,curr.may,canopy,JUNI
JUNI_canopy,-0.024168347,FALSE,FALSE,-0.205547626,0.151694079,-0.003946622,vap,curr.jun,canopy,JUNI
JUNI_canopy,0.034156771,FALSE,FALSE,-0.162678515,0.232402686,0.005577703,vap,curr.jul,canopy,JUNI
JUNI_canopy,0.047182641,FALSE,FALSE,-0.189698492,0.259932179,0.007704791,vap,curr.aug,canopy,JUNI
JUNI_canopy,-0.092993861,FALSE,FALSE,-0.282037051,0.111196761,-0.015185633,wet,prev.apr,canopy,JUNI
JUNI_canopy,-0.056956782,FALSE,FALSE,-0.278984641,0.174895382,-0.00930088,wet,prev.may,canopy,JUNI
JUNI_canopy,0.027400597,FALSE,FALSE,-0.153932446,0.199645831,0.004474439,wet,prev.jun,canopy,JUNI
JUNI_canopy,0.005068032,FALSE,FALSE,-0.24065495,0.245081989,0.000827595,wet,prev.jul,canopy,JUNI
JUNI_canopy,0.091419736,FALSE,FALSE,-0.120505974,0.297751727,0.014928582,wet,prev.aug,canopy,JUNI
JUNI_canopy,0.003589181,FALSE,FALSE,-0.19419486,0.208883994,0.000586103,wet,prev.sep,canopy,JUNI
JUNI_canopy,0.001357933,FALSE,FALSE,-0.213997415,0.242632549,0.000221747,wet,prev.oct,canopy,JUNI
JUNI_canopy,0.036997643,FALSE,FALSE,-0.208899249,0.271366375,0.00604161,wet,prev.nov,canopy,JUNI
JUNI_canopy,0.139089007,FALSE,FALSE,-0.092323679,0.369809071,0.022712839,wet,prev.dec,canopy,JUNI
JUNI_canopy,-0.034212443,FALSE,FALSE,-0.248910194,0.188928555,-0.005586794,wet,curr.jan,canopy,JUNI
JUNI_canopy,-0.126420085,FALSE,FALSE,-0.347621988,0.09817088,-0.02064404,wet,curr.feb,canopy,JUNI
JUNI_canopy,0.00950469,FALSE,FALSE,-0.208570072,0.223085829,0.001552089,wet,curr.mar,canopy,JUNI
JUNI_canopy,0.012351065,FALSE,FALSE,-0.184687251,0.220363414,0.002016894,wet,curr.apr,canopy,JUNI
JUNI_canopy,0.195044151,FALSE,FALSE,-0.051033565,0.406728835,0.031850154,wet,curr.may,canopy,JUNI
JUNI_canopy,0.182008328,FALSE,FALSE,-0.019672044,0.371137625,0.029721441,wet,curr.jun,canopy,JUNI
JUNI_canopy,0.386782127,TRUE,FALSE,0.154578789,0.580071074,0.063160419,wet,curr.jul,canopy,JUNI
